"","Border","Sector","State.Territory","Year","Demographic","Number_Arrested","lon","lat"
"475","Southwest","Big Bend","TX",2011,"All Immigrants",4036,-103.2425379,29.1274869
"476","Southwest","Del Rio","TX",2011,"All Immigrants",16144,-100.8958674,29.3708857
"477","Southwest","El Centro","CA",2011,"All Immigrants",30191,-115.5630514,32.792
"478","Southwest","El Paso","NM, TX",2011,"All Immigrants",10345,-106.4850217,31.7618778
"479","Southwest","Laredo","TX",2011,"All Immigrants",36053,-99.4803241,27.5305671
"480","Southwest","Rio Grande Valley","TX",2011,"All Immigrants",59243,-97.887797,26.162872
"481","Southwest","San Diego","CA",2011,"All Immigrants",42447,-117.1610838,32.715738
"482","Southwest","Tucson","AZ",2011,"All Immigrants",123285,-110.926479,32.2217429
"483","Southwest","Yuma","CA, AZ",2011,"All Immigrants",5833,-114.6276916,32.6926512
"484","Coast","Livermore","CA",2011,"Mexicans",NA,-121.7680088,37.6818745
"485","Coast","Miami","FL, GA, SC, NC",2011,"Mexicans",1529,-80.1917902,25.7616798
"486","Coast","New Orleans","LA, AL, MS, FL",2011,"Mexicans",897,-90.0715323,29.9510658
"487","Coast","Ramey","PR",2011,"Mexicans",3,-78.3972413,40.7981154
"488","North","Blaine","WA, OR",2011,"Mexicans",314,-93.2349489,45.1607987
"489","North","Buffalo","NY, PA",2011,"Mexicans",938,-78.8783689,42.8864468
"490","North","Detroit","OH, MI, IN, IL",2011,"Mexicans",1031,-83.0457538,42.331427
"491","North","Grand Forks","WI, MN, ND",2011,"Mexicans",294,-97.0328547,47.9252568
"492","North","Havre","MT",2011,"Mexicans",167,-109.6840887,48.549999
"493","North","Houlton","ME",2011,"Mexicans",5,-67.8402316,46.1261806
"494","North","Spokane","MT, ID, WA",2011,"Mexicans",234,-117.4260466,47.6587802
"495","North","Swanton","NH, VT, NY",2011,"Mexicans",162,-83.8910534,41.5886629
"496","Southwest","Big Bend","TX",2011,"Mexicans",3621,-103.2425379,29.1274869
"497","Southwest","Del Rio","TX",2011,"Mexicans",11697,-100.8958674,29.3708857
"498","Southwest","El Centro","CA",2011,"Mexicans",29474,-115.5630514,32.792
"499","Southwest","El Paso","NM, TX",2011,"Mexicans",9633,-106.4850217,31.7618778
"500","Southwest","Laredo","TX",2011,"Mexicans",29131,-99.4803241,27.5305671
"501","Southwest","Rio Grande Valley","TX",2011,"Mexicans",38353,-97.887797,26.162872
"502","Southwest","San Diego","CA",2011,"Mexicans",41281,-117.1610838,32.715738
"503","Southwest","Tucson","AZ",2011,"Mexicans",111974,-110.926479,32.2217429
"504","Southwest","Yuma","CA, AZ",2011,"Mexicans",5416,-114.6276916,32.6926512
"505","Coast","Livermore","CA",2012,"All Immigrants",NA,-121.7680088,37.6818745
"506","Coast","Miami","FL, GA, SC, NC",2012,"All Immigrants",2509,-80.1917902,25.7616798
"507","Coast","New Orleans","LA, AL, MS, FL",2012,"All Immigrants",474,-90.0715323,29.9510658
"508","Coast","Ramey","PR",2012,"All Immigrants",702,-78.3972413,40.7981154
"509","North","Blaine","WA, OR",2012,"All Immigrants",537,-93.2349489,45.1607987
"510","North","Buffalo","NY, PA",2012,"All Immigrants",1143,-78.8783689,42.8864468
"511","North","Detroit","OH, MI, IN, IL",2012,"All Immigrants",950,-83.0457538,42.331427
"512","North","Grand Forks","WI, MN, ND",2012,"All Immigrants",418,-97.0328547,47.9252568
"513","North","Havre","MT",2012,"All Immigrants",102,-109.6840887,48.549999
"514","North","Houlton","ME",2012,"All Immigrants",41,-67.8402316,46.1261806
"515","North","Spokane","MT, ID, WA",2012,"All Immigrants",317,-117.4260466,47.6587802
"516","North","Swanton","NH, VT, NY",2012,"All Immigrants",702,-83.8910534,41.5886629
"517","Southwest","Big Bend","TX",2012,"All Immigrants",3964,-103.2425379,29.1274869
"518","Southwest","Del Rio","TX",2012,"All Immigrants",21720,-100.8958674,29.3708857
"519","Southwest","El Centro","CA",2012,"All Immigrants",23916,-115.5630514,32.792
"520","Southwest","El Paso","NM, TX",2012,"All Immigrants",9678,-106.4850217,31.7618778
"521","Southwest","Laredo","TX",2012,"All Immigrants",44872,-99.4803241,27.5305671
"522","Southwest","Rio Grande Valley","TX",2012,"All Immigrants",97762,-97.887797,26.162872
"523","Southwest","San Diego","CA",2012,"All Immigrants",28461,-117.1610838,32.715738
"524","Southwest","Tucson","AZ",2012,"All Immigrants",120000,-110.926479,32.2217429
"525","Southwest","Yuma","CA, AZ",2012,"All Immigrants",6500,-114.6276916,32.6926512
"526","Coast","Livermore","CA",2012,"Mexicans",NA,-121.7680088,37.6818745
"527","Coast","Miami","FL, GA, SC, NC",2012,"Mexicans",831,-80.1917902,25.7616798
"528","Coast","New Orleans","LA, AL, MS, FL",2012,"Mexicans",277,-90.0715323,29.9510658
"529","Coast","Ramey","PR",2012,"Mexicans",0,-78.3972413,40.7981154
"530","North","Blaine","WA, OR",2012,"Mexicans",270,-93.2349489,45.1607987
"531","North","Buffalo","NY, PA",2012,"Mexicans",607,-78.8783689,42.8864468
"532","North","Detroit","OH, MI, IN, IL",2012,"Mexicans",673,-83.0457538,42.331427
"533","North","Grand Forks","WI, MN, ND",2012,"Mexicans",306,-97.0328547,47.9252568
"534","North","Havre","MT",2012,"Mexicans",54,-109.6840887,48.549999
"535","North","Houlton","ME",2012,"Mexicans",8,-67.8402316,46.1261806
"536","North","Spokane","MT, ID, WA",2012,"Mexicans",266,-117.4260466,47.6587802
"537","North","Swanton","NH, VT, NY",2012,"Mexicans",122,-83.8910534,41.5886629
"538","Southwest","Big Bend","TX",2012,"Mexicans",3417,-103.2425379,29.1274869
"539","Southwest","Del Rio","TX",2012,"Mexicans",12404,-100.8958674,29.3708857
"540","Southwest","El Centro","CA",2012,"Mexicans",22511,-115.5630514,32.792
"541","Southwest","El Paso","NM, TX",2012,"Mexicans",8915,-106.4850217,31.7618778
"542","Southwest","Laredo","TX",2012,"Mexicans",31742,-99.4803241,27.5305671
"543","Southwest","Rio Grande Valley","TX",2012,"Mexicans",47823,-97.887797,26.162872
"544","Southwest","San Diego","CA",2012,"Mexicans",27307,-117.1610838,32.715738
"545","Southwest","Tucson","AZ",2012,"Mexicans",102303,-110.926479,32.2217429
"546","Southwest","Yuma","CA, AZ",2012,"Mexicans",5919,-114.6276916,32.6926512
"547","Coast","Livermore","CA",2013,"All Immigrants",NA,-121.7680088,37.6818745
"548","Coast","Miami","FL, GA, SC, NC",2013,"All Immigrants",1738,-80.1917902,25.7616798
"549","Coast","New Orleans","LA, AL, MS, FL",2013,"All Immigrants",500,-90.0715323,29.9510658
"550","Coast","Ramey","PR",2013,"All Immigrants",924,-78.3972413,40.7981154
"551","North","Blaine","WA, OR",2013,"All Immigrants",360,-93.2349489,45.1607987
"552","North","Buffalo","NY, PA",2013,"All Immigrants",796,-78.8783689,42.8864468
"553","North","Detroit","OH, MI, IN, IL",2013,"All Immigrants",650,-83.0457538,42.331427
"554","North","Grand Forks","WI, MN, ND",2013,"All Immigrants",469,-97.0328547,47.9252568
"555","North","Havre","MT",2013,"All Immigrants",88,-109.6840887,48.549999
"556","North","Houlton","ME",2013,"All Immigrants",37,-67.8402316,46.1261806
"557","North","Spokane","MT, ID, WA",2013,"All Immigrants",299,-117.4260466,47.6587802
"558","North","Swanton","NH, VT, NY",2013,"All Immigrants",531,-83.8910534,41.5886629
"559","Southwest","Big Bend","TX",2013,"All Immigrants",3684,-103.2425379,29.1274869
"560","Southwest","Del Rio","TX",2013,"All Immigrants",23510,-100.8958674,29.3708857
"561","Southwest","El Centro","CA",2013,"All Immigrants",16306,-115.5630514,32.792
"562","Southwest","El Paso","NM, TX",2013,"All Immigrants",11154,-106.4850217,31.7618778
"563","Southwest","Laredo","TX",2013,"All Immigrants",50749,-99.4803241,27.5305671
"564","Southwest","Rio Grande Valley","TX",2013,"All Immigrants",154453,-97.887797,26.162872
"565","Southwest","San Diego","CA",2013,"All Immigrants",27496,-117.1610838,32.715738
"566","Southwest","Tucson","AZ",2013,"All Immigrants",120939,-110.926479,32.2217429
"567","Southwest","Yuma","CA, AZ",2013,"All Immigrants",6106,-114.6276916,32.6926512
"568","Coast","Livermore","CA",2013,"Mexicans",NA,-121.7680088,37.6818745
"569","Coast","Miami","FL, GA, SC, NC",2013,"Mexicans",388,-80.1917902,25.7616798
"570","Coast","New Orleans","LA, AL, MS, FL",2013,"Mexicans",262,-90.0715323,29.9510658
"571","Coast","Ramey","PR",2013,"Mexicans",3,-78.3972413,40.7981154
"572","North","Blaine","WA, OR",2013,"Mexicans",106,-93.2349489,45.1607987
"573","North","Buffalo","NY, PA",2013,"Mexicans",370,-78.8783689,42.8864468
"574","North","Detroit","OH, MI, IN, IL",2013,"Mexicans",479,-83.0457538,42.331427
"575","North","Grand Forks","WI, MN, ND",2013,"Mexicans",337,-97.0328547,47.9252568
"576","North","Havre","MT",2013,"Mexicans",62,-109.6840887,48.549999
"577","North","Houlton","ME",2013,"Mexicans",1,-67.8402316,46.1261806
"578","North","Spokane","MT, ID, WA",2013,"Mexicans",237,-117.4260466,47.6587802
"579","North","Swanton","NH, VT, NY",2013,"Mexicans",80,-83.8910534,41.5886629
"580","Southwest","Big Bend","TX",2013,"Mexicans",3174,-103.2425379,29.1274869
"581","Southwest","Del Rio","TX",2013,"Mexicans",14005,-100.8958674,29.3708857
"582","Southwest","El Centro","CA",2013,"Mexicans",15141,-115.5630514,32.792
"583","Southwest","El Paso","NM, TX",2013,"Mexicans",10092,-106.4850217,31.7618778
"584","Southwest","Laredo","TX",2013,"Mexicans",32772,-99.4803241,27.5305671
"585","Southwest","Rio Grande Valley","TX",2013,"Mexicans",57624,-97.887797,26.162872
"586","Southwest","San Diego","CA",2013,"Mexicans",26223,-117.1610838,32.715738
"587","Southwest","Tucson","AZ",2013,"Mexicans",101092,-110.926479,32.2217429
"588","Southwest","Yuma","CA, AZ",2013,"Mexicans",5286,-114.6276916,32.6926512
"589","Coast","Livermore","CA",2014,"All Immigrants",NA,-121.7680088,37.6818745
"590","Coast","Miami","FL, GA, SC, NC",2014,"All Immigrants",2034,-80.1917902,25.7616798
"591","Coast","New Orleans","LA, AL, MS, FL",2014,"All Immigrants",950,-90.0715323,29.9510658
"592","Coast","Ramey","PR",2014,"All Immigrants",958,-78.3972413,40.7981154
"593","North","Blaine","WA, OR",2014,"All Immigrants",272,-93.2349489,45.1607987
"594","North","Buffalo","NY, PA",2014,"All Immigrants",741,-78.8783689,42.8864468
"595","North","Detroit","OH, MI, IN, IL",2014,"All Immigrants",647,-83.0457538,42.331427
"596","North","Grand Forks","WI, MN, ND",2014,"All Immigrants",767,-97.0328547,47.9252568
"597","North","Havre","MT",2014,"All Immigrants",91,-109.6840887,48.549999
"598","North","Houlton","ME",2014,"All Immigrants",45,-67.8402316,46.1261806
"599","North","Spokane","MT, ID, WA",2014,"All Immigrants",269,-117.4260466,47.6587802
"600","North","Swanton","NH, VT, NY",2014,"All Immigrants",506,-83.8910534,41.5886629
"601","Southwest","Big Bend","TX",2014,"All Immigrants",4096,-103.2425379,29.1274869
"602","Southwest","Del Rio","TX",2014,"All Immigrants",24255,-100.8958674,29.3708857
"603","Southwest","El Centro","CA",2014,"All Immigrants",14511,-115.5630514,32.792
"604","Southwest","El Paso","NM, TX",2014,"All Immigrants",12339,-106.4850217,31.7618778
"605","Southwest","Laredo","TX",2014,"All Immigrants",44049,-99.4803241,27.5305671
"606","Southwest","Rio Grande Valley","TX",2014,"All Immigrants",256393,-97.887797,26.162872
"607","Southwest","San Diego","CA",2014,"All Immigrants",29911,-117.1610838,32.715738
"608","Southwest","Tucson","AZ",2014,"All Immigrants",87915,-110.926479,32.2217429
"609","Southwest","Yuma","CA, AZ",2014,"All Immigrants",5902,-114.6276916,32.6926512
"610","Coast","Livermore","CA",2014,"Mexicans",NA,-121.7680088,37.6818745
"611","Coast","Miami","FL, GA, SC, NC",2014,"Mexicans",277,-80.1917902,25.7616798
"612","Coast","New Orleans","LA, AL, MS, FL",2014,"Mexicans",465,-90.0715323,29.9510658
"613","Coast","Ramey","PR",2014,"Mexicans",0,-78.3972413,40.7981154
"614","North","Blaine","WA, OR",2014,"Mexicans",58,-93.2349489,45.1607987
"615","North","Buffalo","NY, PA",2014,"Mexicans",294,-78.8783689,42.8864468
"616","North","Detroit","OH, MI, IN, IL",2014,"Mexicans",431,-83.0457538,42.331427
"617","North","Grand Forks","WI, MN, ND",2014,"Mexicans",532,-97.0328547,47.9252568
"618","North","Havre","MT",2014,"Mexicans",51,-109.6840887,48.549999
"619","North","Houlton","ME",2014,"Mexicans",5,-67.8402316,46.1261806
"620","North","Spokane","MT, ID, WA",2014,"Mexicans",219,-117.4260466,47.6587802
"621","North","Swanton","NH, VT, NY",2014,"Mexicans",75,-83.8910534,41.5886629
"622","Southwest","Big Bend","TX",2014,"Mexicans",3164,-103.2425379,29.1274869
"623","Southwest","Del Rio","TX",2014,"Mexicans",10196,-100.8958674,29.3708857
"624","Southwest","El Centro","CA",2014,"Mexicans",12511,-115.5630514,32.792
"625","Southwest","El Paso","NM, TX",2014,"Mexicans",9904,-106.4850217,31.7618778
"626","Southwest","Laredo","TX",2014,"Mexicans",26540,-99.4803241,27.5305671
"627","Southwest","Rio Grande Valley","TX",2014,"Mexicans",63468,-97.887797,26.162872
"628","Southwest","San Diego","CA",2014,"Mexicans",27871,-117.1610838,32.715738
"629","Southwest","Tucson","AZ",2014,"Mexicans",68870,-110.926479,32.2217429
"630","Southwest","Yuma","CA, AZ",2014,"Mexicans",4247,-114.6276916,32.6926512
"631","Coast","Livermore","CA",2015,"All Immigrants",NA,-121.7680088,37.6818745
"632","Coast","Miami","FL, GA, SC, NC",2015,"All Immigrants",1752,-80.1917902,25.7616798
"633","Coast","New Orleans","LA, AL, MS, FL",2015,"All Immigrants",849,-90.0715323,29.9510658
"634","Coast","Ramey","PR",2015,"All Immigrants",557,-78.3972413,40.7981154
"635","North","Blaine","WA, OR",2015,"All Immigrants",282,-93.2349489,45.1607987
"636","North","Buffalo","NY, PA",2015,"All Immigrants",291,-78.8783689,42.8864468
"637","North","Detroit","OH, MI, IN, IL",2015,"All Immigrants",637,-83.0457538,42.331427
"638","North","Grand Forks","WI, MN, ND",2015,"All Immigrants",789,-97.0328547,47.9252568
"639","North","Havre","MT",2015,"All Immigrants",64,-109.6840887,48.549999
"640","North","Houlton","ME",2015,"All Immigrants",32,-67.8402316,46.1261806
"641","North","Spokane","MT, ID, WA",2015,"All Immigrants",190,-117.4260466,47.6587802
"642","North","Swanton","NH, VT, NY",2015,"All Immigrants",341,-83.8910534,41.5886629
"643","Southwest","Big Bend","TX",2015,"All Immigrants",5031,-103.2425379,29.1274869
"644","Southwest","Del Rio","TX",2015,"All Immigrants",19013,-100.8958674,29.3708857
"645","Southwest","El Centro","CA",2015,"All Immigrants",12820,-115.5630514,32.792
"646","Southwest","El Paso","NM, TX",2015,"All Immigrants",14495,-106.4850217,31.7618778
"647","Southwest","Laredo","TX",2015,"All Immigrants",35888,-99.4803241,27.5305671
"648","Southwest","Rio Grande Valley","TX",2015,"All Immigrants",147257,-97.887797,26.162872
"649","Southwest","San Diego","CA",2015,"All Immigrants",26290,-117.1610838,32.715738
"650","Southwest","Tucson","AZ",2015,"All Immigrants",63397,-110.926479,32.2217429
"651","Southwest","Yuma","CA, AZ",2015,"All Immigrants",7142,-114.6276916,32.6926512
"652","Coast","Livermore","CA",2015,"Mexicans",NA,-121.7680088,37.6818745
"653","Coast","Miami","FL, GA, SC, NC",2015,"Mexicans",273,-80.1917902,25.7616798
"654","Coast","New Orleans","LA, AL, MS, FL",2015,"Mexicans",394,-90.0715323,29.9510658
"655","Coast","Ramey","PR",2015,"Mexicans",1,-78.3972413,40.7981154
"656","North","Blaine","WA, OR",2015,"Mexicans",67,-93.2349489,45.1607987
"657","North","Buffalo","NY, PA",2015,"Mexicans",137,-78.8783689,42.8864468
"658","North","Detroit","OH, MI, IN, IL",2015,"Mexicans",427,-83.0457538,42.331427
"659","North","Grand Forks","WI, MN, ND",2015,"Mexicans",563,-97.0328547,47.9252568
"660","North","Havre","MT",2015,"Mexicans",46,-109.6840887,48.549999
"661","North","Houlton","ME",2015,"Mexicans",1,-67.8402316,46.1261806
"662","North","Spokane","MT, ID, WA",2015,"Mexicans",153,-117.4260466,47.6587802
"663","North","Swanton","NH, VT, NY",2015,"Mexicans",43,-83.8910534,41.5886629
"664","Southwest","Big Bend","TX",2015,"Mexicans",2177,-103.2425379,29.1274869
"665","Southwest","Del Rio","TX",2015,"Mexicans",10874,-100.8958674,29.3708857
"666","Southwest","El Centro","CA",2015,"Mexicans",11320,-115.5630514,32.792
"667","Southwest","El Paso","NM, TX",2015,"Mexicans",10677,-106.4850217,31.7618778
"668","Southwest","Laredo","TX",2015,"Mexicans",25766,-99.4803241,27.5305671
"669","Southwest","Rio Grande Valley","TX",2015,"Mexicans",48173,-97.887797,26.162872
"670","Southwest","San Diego","CA",2015,"Mexicans",24269,-117.1610838,32.715738
"671","Southwest","Tucson","AZ",2015,"Mexicans",48916,-110.926479,32.2217429
"672","Southwest","Yuma","CA, AZ",2015,"Mexicans",3845,-114.6276916,32.6926512
"673","Coast","Livermore","CA",2016,"All Immigrants",NA,-121.7680088,37.6818745
"674","Coast","Miami","FL, GA, SC, NC",2016,"All Immigrants",3205,-80.1917902,25.7616798
"675","Coast","New Orleans","LA, AL, MS, FL",2016,"All Immigrants",764,-90.0715323,29.9510658
"676","Coast","Ramey","PR",2016,"All Immigrants",694,-78.3972413,40.7981154
"677","North","Blaine","WA, OR",2016,"All Immigrants",271,-93.2349489,45.1607987
"678","North","Buffalo","NY, PA",2016,"All Immigrants",226,-78.8783689,42.8864468
"679","North","Detroit","OH, MI, IN, IL",2016,"All Immigrants",716,-83.0457538,42.331427
"680","North","Grand Forks","WI, MN, ND",2016,"All Immigrants",505,-97.0328547,47.9252568
"681","North","Havre","MT",2016,"All Immigrants",43,-109.6840887,48.549999
"682","North","Houlton","ME",2016,"All Immigrants",25,-67.8402316,46.1261806
"683","North","Spokane","MT, ID, WA",2016,"All Immigrants",206,-117.4260466,47.6587802
"684","North","Swanton","NH, VT, NY",2016,"All Immigrants",291,-83.8910534,41.5886629
"685","Southwest","Big Bend","TX",2016,"All Immigrants",6366,-103.2425379,29.1274869
"686","Southwest","Del Rio","TX",2016,"All Immigrants",23078,-100.8958674,29.3708857
"687","Southwest","El Centro","CA",2016,"All Immigrants",19448,-115.5630514,32.792
"688","Southwest","El Paso","NM, TX",2016,"All Immigrants",25634,-106.4850217,31.7618778
"689","Southwest","Laredo","TX",2016,"All Immigrants",36562,-99.4803241,27.5305671
"690","Southwest","Rio Grande Valley","TX",2016,"All Immigrants",186830,-97.887797,26.162872
"691","Southwest","San Diego","CA",2016,"All Immigrants",31891,-117.1610838,32.715738
"692","Southwest","Tucson","AZ",2016,"All Immigrants",64891,-110.926479,32.2217429
"693","Southwest","Yuma","CA, AZ",2016,"All Immigrants",14170,-114.6276916,32.6926512
"694","Coast","Livermore","CA",2016,"Mexicans",NA,-121.7680088,37.6818745
"695","Coast","Miami","FL, GA, SC, NC",2016,"Mexicans",652,-80.1917902,25.7616798
"696","Coast","New Orleans","LA, AL, MS, FL",2016,"Mexicans",388,-90.0715323,29.9510658
"697","Coast","Ramey","PR",2016,"Mexicans",0,-78.3972413,40.7981154
"698","North","Blaine","WA, OR",2016,"Mexicans",40,-93.2349489,45.1607987
"699","North","Buffalo","NY, PA",2016,"Mexicans",82,-78.8783689,42.8864468
"700","North","Detroit","OH, MI, IN, IL",2016,"Mexicans",504,-83.0457538,42.331427
"701","North","Grand Forks","WI, MN, ND",2016,"Mexicans",352,-97.0328547,47.9252568
"702","North","Havre","MT",2016,"Mexicans",12,-109.6840887,48.549999
"703","North","Houlton","ME",2016,"Mexicans",7,-67.8402316,46.1261806
"704","North","Spokane","MT, ID, WA",2016,"Mexicans",149,-117.4260466,47.6587802
"705","North","Swanton","NH, VT, NY",2016,"Mexicans",23,-83.8910534,41.5886629
"706","Southwest","Big Bend","TX",2016,"Mexicans",2728,-103.2425379,29.1274869
"707","Southwest","Del Rio","TX",2016,"Mexicans",12953,-100.8958674,29.3708857
"708","Southwest","El Centro","CA",2016,"Mexicans",14361,-115.5630514,32.792
"709","Southwest","El Paso","NM, TX",2016,"Mexicans",13660,-106.4850217,31.7618778
"710","Southwest","Laredo","TX",2016,"Mexicans",25337,-99.4803241,27.5305671
"711","Southwest","Rio Grande Valley","TX",2016,"Mexicans",46334,-97.887797,26.162872
"712","Southwest","San Diego","CA",2016,"Mexicans",25380,-117.1610838,32.715738
"713","Southwest","Tucson","AZ",2016,"Mexicans",46494,-110.926479,32.2217429
"714","Southwest","Yuma","CA, AZ",2016,"Mexicans",3513,-114.6276916,32.6926512
